Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-29 11:38:00,11:38:00,CNR5758376186,Success,CID839489,Prime Sedan,Tumkur Road,Shantinagar,196,65,,,No,,1981,Credit Card,33,4.1,3.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-03 20:44:00,20:44:00,CNR1500052726,Driver Not Found,CID182066,Prime SUV,Shivajinagar,Yeshwanthpur,,,,,,,1021,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-06 02:27:00,02:27:00,CNR4987094656,Driver Not Found,CID560844,Prime SUV,Tumkur Road,Frazer Town,,,,,,,143,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-02 01:19:00,01:19:00,CNR6366894885,Success,CID351551,Prime SUV,Padmanabhanagar,Padmanabhanagar,168,25,,,No,,484,Cash,15,4.2,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-02 02:31:00,02:31:00,CNR5421343807,Success,CID993644,Mini,MG Road,Mysore Road,287,65,,,No,,346,UPI,42,3.3,3.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-05 12:55:00,12:55:00,CNR7547933946,Success,CID949669,Prime SUV,Peenya,Koramangala,287,120,,,No,,186,UPI,26,4.1,4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-23 07:31:00,07:31:00,CNR9580998382,Success,CID132701,Bike,Marathahalli,Jayanagar,35,100,,,No,,483,UPI,24,4.6,4.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-30 04:37:00,04:37:00,CNR1835005953,Canceled by Driver,CID640852,eBike,Jayanagar,Devanahalli,,,,Customer related issue,,,581,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-15 16:05:00,16:05:00,CNR7088150659,Success,CID307509,Prime Plus,Bannerghatta Road,KR Puram,35,60,,,No,,492,UPI,2,4.8,4.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-29 01:05:00,01:05:00,CNR9598306758,Canceled by Driver,CID374110,Prime SUV,Rajajinagar,Kadugodi,,,,More than permitted people in there,,,970,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-23 12:45:00,12:45:00,CNR5054045390,Canceled by Driver,CID295525,Auto,Kengeri,Cox Town,,,,More than permitted people in there,,,421,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-30 05:08:00,05:08:00,CNR4542348100,Success,CID401186,eBike,Sarjapur Road,Chickpet,196,55,,,No,,184,Cash,11,3.1,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-04 19:50:00,19:50:00,CNR9756343399,Success,CID882705,eBike,Rajajinagar,Richmond Town,84,25,,,No,,320,UPI,10,3.7,3.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-18 07:49:00,07:49:00,CNR4665900528,Success,CID604167,Bike,Yelahanka,Electronic City,175,145,,,No,,479,UPI,38,3.4,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-21 18:15:00,18:15:00,CNR6400183837,Driver Not Found,CID988024,Prime Plus,Kadugodi,Yeshwanthpur,,,,,,,473,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-08 05:24:00,05:24:00,CNR1365708031,Success,CID791577,Prime Sedan,Basavanagudi,Sahakar Nagar,189,85,,,No,,242,UPI,24,3.9,4.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-13 19:20:00,19:20:00,CNR9813304551,Success,CID138661,Prime Sedan,KR Puram,Kammanahalli,224,145,,,No,,329,Cash,15,4.9,4.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-19 01:05:00,01:05:00,CNR5299392903,Driver Not Found,CID377595,Mini,Magadi Road,Indiranagar,,,,,,,297,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-24 07:50:00,07:50:00,CNR9939019341,Success,CID603549,Prime Sedan,KR Puram,Jayanagar,238,55,,,No,,361,Cash,11,3.2,4.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-24 08:47:00,08:47:00,CNR2173054654,Success,CID862174,Bike,Jayanagar,Peenya,56,40,,,No,,457,UPI,46,4.8,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-24 01:59:00,01:59:00,CNR1282168303,Success,CID175394,Prime Sedan,Richmond Town,Yelahanka,259,110,,,No,,485,Cash,29,4.3,4.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-02 03:29:00,03:29:00,CNR8500110554,Canceled by Customer,CID813084,eBike,Langford Town,Peenya,,,Driver asked to cancel,,,,199,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-27 06:28:00,06:28:00,CNR1970218421,Success,CID984023,Bike,Varthur,Rajajinagar,280,140,,,No,,466,UPI,14,4.7,4.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-21 22:39:00,22:39:00,CNR2185395840,Success,CID810184,Auto,Marathahalli,Richmond Town,154,115,,,No,,421,UPI,19,4.8,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-28 08:02:00,08:02:00,CNR4382817929,Success,CID304733,Prime Sedan,Hebbal,Marathahalli,182,90,,,Yes,Vehicle Breakdown,353,Cash,3,5,4.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-26 16:34:00,16:34:00,CNR9314230273,Driver Not Found,CID563941,Bike,Indiranagar,Shivajinagar,,,,,,,921,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-03 13:44:00,13:44:00,CNR1423931765,Canceled by Customer,CID573696,Prime Plus,Whitefield,Frazer Town,,,Change of plans,,,,117,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-04 20:08:00,20:08:00,CNR1622505210,Driver Not Found,CID262738,Prime SUV,Padmanabhanagar,Magadi Road,,,,,,,184,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-04 17:24:00,17:24:00,CNR2718246577,Success,CID567525,Prime SUV,Kengeri,Chickpet,189,90,,,No,,498,UPI,48,4.7,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-07 05:43:00,05:43:00,CNR3362177649,Canceled by Driver,CID902189,Bike,Devanahalli,Sahakar Nagar,,,,Customer related issue,,,759,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-26 00:41:00,00:41:00,CNR9669870895,Success,CID607935,Prime Sedan,Hebbal,Koramangala,196,70,,,No,,119,Debit Card,1,3,4.6,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-19 13:14:00,13:14:00,CNR3093988133,Success,CID328844,Bike,Magadi Road,Devanahalli,84,85,,,No,,496,Cash,35,3.8,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-15 01:05:00,01:05:00,CNR3804640169,Success,CID707597,Prime Sedan,Rajajinagar,RT Nagar,224,40,,,No,,149,UPI,19,3,4.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-26 06:30:00,06:30:00,CNR4522090819,Success,CID400328,Prime SUV,BTM Layout,Varthur,175,35,,,No,,1880,Cash,41,3.7,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-24 06:49:00,06:49:00,CNR2054254093,Success,CID631279,Auto,Electronic City,Hosur Road,70,45,,,No,,639,UPI,11,3,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-21 09:02:00,09:02:00,CNR3758198788,Success,CID209963,Prime Plus,Rajajinagar,Bannerghatta Road,77,45,,,No,,237,Cash,5,3.2,3.4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-12 21:09:00,21:09:00,CNR4638773218,Success,CID497761,eBike,Ulsoor,Frazer Town,287,60,,,No,,374,UPI,9,4.1,4.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-24 23:38:00,23:38:00,CNR6280694667,Success,CID310531,Auto,Electronic City,Jayanagar,119,115,,,No,,990,UPI,18,3.7,4.1,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-09 01:00:00,01:00:00,CNR5133001618,Canceled by Customer,CID805387,eBike,Majestic,Richmond Town,,,AC is Not working,,,,1157,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-18 06:46:00,06:46:00,CNR3242122939,Success,CID732122,Prime Sedan,Chickpet,Ramamurthy Nagar,119,30,,,No,,337,Cash,20,4.5,4.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-26 20:52:00,20:52:00,CNR2819794243,Canceled by Customer,CID525583,Prime SUV,Yelahanka,Kadugodi,,,Change of plans,,,,284,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-08 22:14:00,22:14:00,CNR7301862370,Success,CID595303,Bike,Ulsoor,Yelahanka,119,90,,,No,,2652,Cash,10,4.3,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-08 14:43:00,14:43:00,CNR8392214124,Success,CID850924,Bike,Bellandur,Nagarbhavi,63,55,,,No,,754,Cash,1,4.3,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-07 02:45:00,02:45:00,CNR7567746075,Success,CID109887,Mini,KR Puram,Sahakar Nagar,154,70,,,No,,170,UPI,28,3.8,3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-27 09:21:00,09:21:00,CNR9788035097,Success,CID777714,Prime Sedan,Kammanahalli,Banashankari,280,70,,,No,,331,Credit Card,3,3.9,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-22 09:46:00,09:46:00,CNR1165503680,Success,CID842782,Mini,Malleshwaram,Cox Town,182,125,,,No,,339,Cash,5,4.5,3.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-21 19:48:00,19:48:00,CNR5968873729,Success,CID975206,eBike,Chickpet,Rajarajeshwari Nagar,182,115,,,No,,184,UPI,32,4.5,4.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-22 07:08:00,07:08:00,CNR7992175317,Success,CID627461,Prime Sedan,Rajajinagar,Indiranagar,189,45,,,No,,399,UPI,1,4.4,4.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-25 03:37:00,03:37:00,CNR1779499517,Success,CID983201,Prime Plus,Magadi Road,Rajajinagar,224,35,,,No,,298,UPI,7,4.1,3.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-30 15:04:00,15:04:00,CNR8909258549,Canceled by Customer,CID167259,Bike,Shivajinagar,JP Nagar,,,Change of plans,,,,132,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-22 18:43:00,18:43:00,CNR3068929952,Canceled by Driver,CID685661,Bike,Kengeri,Indiranagar,,,,Personal & Car related issue,,,976,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-08 14:41:00,14:41:00,CNR2823137657,Success,CID528813,Prime Sedan,JP Nagar,Chamarajpet,294,135,,,No,,121,UPI,36,4.1,3.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-22 20:09:00,20:09:00,CNR1445108531,Success,CID805315,Auto,Jayanagar,Hulimavu,70,35,,,No,,203,Cash,5,3.6,3.8,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-27 22:24:00,22:24:00,CNR2470646645,Success,CID372154,Prime Plus,Nagarbhavi,Bellandur,126,105,,,No,,485,Cash,32,4.6,4.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-22 08:50:00,08:50:00,CNR5253877913,Success,CID155010,eBike,Nagarbhavi,Varthur,133,50,,,No,,235,UPI,28,4.5,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-28 13:47:00,13:47:00,CNR5888706021,Canceled by Customer,CID225292,Auto,Langford Town,Yeshwanthpur,,,Driver is not moving towards pickup location,,,,489,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-04 14:32:00,14:32:00,CNR1719299832,Success,CID621314,Auto,Peenya,Frazer Town,273,110,,,No,,1593,UPI,19,3.2,4.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-03 09:07:00,09:07:00,CNR7554251475,Success,CID545823,eBike,Langford Town,Bellandur,147,55,,,No,,276,Cash,27,4.6,4.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-10 18:26:00,18:26:00,CNR3902555636,Success,CID711769,Prime SUV,Kengeri,Frazer Town,84,110,,,No,,192,UPI,46,3.1,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-01 03:45:00,03:45:00,CNR9403893885,Canceled by Driver,CID760901,eBike,Electronic City,Magadi Road,,,,Personal & Car related issue,,,393,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-08 10:31:00,10:31:00,CNR3223908941,Canceled by Driver,CID512548,Auto,Kadugodi,Sahakar Nagar,,,,Customer was coughing/sick,,,430,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-06 21:07:00,21:07:00,CNR3749994506,Success,CID157366,Prime Plus,Bannerghatta Road,Hulimavu,280,100,,,No,,788,Cash,12,3.3,3.2,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-26 19:29:00,19:29:00,CNR6149595359,Success,CID860342,Mini,Bellandur,Sahakar Nagar,196,35,,,No,,444,Cash,19,3.8,3.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-11 04:36:00,04:36:00,CNR5183673763,Success,CID375648,Mini,BTM Layout,Cox Town,217,95,,,No,,288,Cash,46,3.6,3.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-29 17:23:00,17:23:00,CNR4889925146,Driver Not Found,CID270332,Bike,HSR Layout,Magadi Road,,,,,,,189,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-01 21:38:00,21:38:00,CNR3583337725,Success,CID717220,Prime SUV,JP Nagar,JP Nagar,217,125,,,No,,373,Cash,18,4.2,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-13 02:21:00,02:21:00,CNR4502410684,Canceled by Customer,CID346948,Prime SUV,Hebbal,Hulimavu,,,Driver is not moving towards pickup location,,,,396,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-24 02:32:00,02:32:00,CNR9252772922,Success,CID692872,Bike,Frazer Town,Kammanahalli,105,70,,,No,,100,Cash,27,4.3,3.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-28 07:45:00,07:45:00,CNR2365249978,Success,CID602137,Bike,Basavanagudi,Kadugodi,238,40,,,No,,370,UPI,12,4.9,5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-26 07:03:00,07:03:00,CNR7367254130,Success,CID576836,Auto,Frazer Town,Yeshwanthpur,217,135,,,No,,244,UPI,11,5,3.8,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-23 16:34:00,16:34:00,CNR8342496943,Success,CID666668,eBike,Banashankari,Majestic,287,45,,,No,,773,UPI,45,3.7,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-06 18:58:00,18:58:00,CNR4046502270,Success,CID566355,Bike,Sahakar Nagar,Shantinagar,77,110,,,No,,367,UPI,10,4.7,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-04 03:37:00,03:37:00,CNR8741473666,Success,CID518807,Auto,Hulimavu,Jayanagar,266,140,,,No,,230,UPI,3,4.5,3.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-09 13:18:00,13:18:00,CNR8192488161,Canceled by Customer,CID866028,Prime SUV,Jayanagar,Jayanagar,,,Wrong Address,,,,612,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-18 13:05:00,13:05:00,CNR7890526538,Success,CID661626,Bike,RT Nagar,Magadi Road,77,110,,,No,,2503,Cash,2,3.7,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-27 01:52:00,01:52:00,CNR1654334389,Canceled by Driver,CID736726,Prime SUV,Sahakar Nagar,Shivajinagar,,,,Personal & Car related issue,,,142,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-24 10:29:00,10:29:00,CNR9592641105,Canceled by Driver,CID537406,Bike,Cox Town,Peenya,,,,Customer related issue,,,712,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-04 01:13:00,01:13:00,CNR5406268754,Success,CID669735,Mini,Basavanagudi,Chickpet,175,55,,,No,,177,UPI,18,4,4.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-02 03:31:00,03:31:00,CNR6676298871,Success,CID697083,Prime Plus,Hennur,Sarjapur Road,91,40,,,No,,128,Cash,12,4.2,3.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-17 08:57:00,08:57:00,CNR2354892292,Success,CID193784,Prime SUV,Ramamurthy Nagar,Chamarajpet,301,35,,,No,,202,Cash,10,4,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-18 18:48:00,18:48:00,CNR2889755948,Canceled by Customer,CID752000,Prime Plus,Bannerghatta Road,BTM Layout,,,Driver asked to cancel,,,,744,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-01 15:54:00,15:54:00,CNR9905069763,Success,CID560053,eBike,JP Nagar,Richmond Town,91,90,,,No,,228,Cash,26,3.4,3.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-13 23:21:00,23:21:00,CNR4698033316,Canceled by Customer,CID137868,eBike,Bellandur,Nagarbhavi,,,AC is Not working,,,,316,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-09 23:24:00,23:24:00,CNR9432683003,Canceled by Driver,CID302096,Prime Sedan,Peenya,Devanahalli,,,,More than permitted people in there,,,345,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-09 13:52:00,13:52:00,CNR8087699064,Canceled by Customer,CID764151,Prime Sedan,Rajajinagar,Ramamurthy Nagar,,,Driver is not moving towards pickup location,,,,183,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-17 20:12:00,20:12:00,CNR3386618922,Canceled by Driver,CID656386,Mini,Hennur,Devanahalli,,,,Personal & Car related issue,,,417,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-12 11:48:00,11:48:00,CNR3347040498,Canceled by Driver,CID440010,Bike,Devanahalli,Koramangala,,,,Customer related issue,,,2221,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-25 09:03:00,09:03:00,CNR8298900602,Driver Not Found,CID403472,Prime Sedan,Sahakar Nagar,Peenya,,,,,,,135,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-04 15:56:00,15:56:00,CNR8118157485,Canceled by Driver,CID549197,eBike,Kadugodi,RT Nagar,,,,Customer related issue,,,138,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-05 23:47:00,23:47:00,CNR3011797585,Canceled by Customer,CID752210,Mini,Cox Town,Kammanahalli,,,Driver is not moving towards pickup location,,,,658,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-26 17:37:00,17:37:00,CNR6967580212,Canceled by Driver,CID555411,Prime Sedan,Langford Town,Banashankari,,,,Customer was coughing/sick,,,911,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-16 16:16:00,16:16:00,CNR3973564818,Success,CID680660,eBike,Devanahalli,BTM Layout,273,145,,,No,,183,UPI,31,4.9,4.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-12 10:44:00,10:44:00,CNR1913366892,Driver Not Found,CID897577,Auto,Langford Town,Nagarbhavi,,,,,,,102,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-01 10:40:00,10:40:00,CNR3632749285,Success,CID341618,Bike,Electronic City,Varthur,154,100,,,Yes,Vehicle Breakdown,468,UPI,15,4.9,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-03 19:09:00,19:09:00,CNR5200049319,Canceled by Driver,CID997270,Bike,Yelahanka,Vijayanagar,,,,Customer related issue,,,2660,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-06 14:11:00,14:11:00,CNR3384901657,Success,CID872880,Mini,Indiranagar,Rajarajeshwari Nagar,217,60,,,No,,1723,UPI,20,4.4,3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-24 22:19:00,22:19:00,CNR8492457896,Success,CID984088,Mini,Nagarbhavi,Chickpet,266,70,,,No,,355,UPI,30,3.5,4.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-10 01:10:00,01:10:00,CNR2441406691,Success,CID389462,Prime Sedan,Chickpet,Jayanagar,287,45,,,No,,273,Cash,31,3,3.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-25 05:06:00,05:06:00,CNR5807838197,Canceled by Driver,CID564383,Prime Sedan,Sahakar Nagar,Hennur,,,,More than permitted people in there,,,519,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-02 06:31:00,06:31:00,CNR9261982009,Success,CID168144,Mini,Jayanagar,HSR Layout,182,55,,,No,,362,Cash,37,4.4,4.2,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-04 15:08:00,15:08:00,CNR2777831491,Success,CID985183,Prime Sedan,Hebbal,Sahakar Nagar,35,70,,,No,,659,UPI,48,4.6,3.6,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-03 05:38:00,05:38:00,CNR9955876831,Success,CID545949,Auto,Electronic City,Bannerghatta Road,273,120,,,No,,392,Cash,10,3.7,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-28 00:44:00,00:44:00,CNR1745116952,Success,CID997245,Bike,Yeshwanthpur,Richmond Town,203,60,,,No,,304,Debit Card,42,4.6,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-07 06:57:00,06:57:00,CNR1137859674,Success,CID696665,Auto,Padmanabhanagar,Malleshwaram,308,65,,,No,,989,Cash,19,4.9,3.1,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-08 07:39:00,07:39:00,CNR7243246801,Success,CID581511,Prime Sedan,Banashankari,Malleshwaram,147,105,,,No,,513,Cash,42,3.2,3.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-22 04:14:00,04:14:00,CNR9004859610,Driver Not Found,CID328080,eBike,Hebbal,Whitefield,,,,,,,280,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-15 07:53:00,07:53:00,CNR7941980013,Success,CID697322,Auto,HSR Layout,Basavanagudi,273,75,,,No,,786,Cash,13,3.1,3.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-04 10:22:00,10:22:00,CNR5691572425,Success,CID787069,Bike,Basavanagudi,Whitefield,84,125,,,No,,334,UPI,26,4.6,4.2,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-09 07:36:00,07:36:00,CNR3657843040,Canceled by Driver,CID762399,eBike,BTM Layout,Ulsoor,,,,Personal & Car related issue,,,642,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-06 17:37:00,17:37:00,CNR4374274436,Canceled by Driver,CID843672,Prime SUV,Basavanagudi,Shantinagar,,,,Personal & Car related issue,,,564,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-17 03:34:00,03:34:00,CNR4726610580,Driver Not Found,CID355389,Prime Plus,Sahakar Nagar,KR Puram,,,,,,,478,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-06 22:15:00,22:15:00,CNR6768505428,Success,CID741557,Bike,Langford Town,Richmond Town,168,110,,,No,,606,UPI,34,4.5,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-12 13:41:00,13:41:00,CNR1689482008,Success,CID831897,eBike,Padmanabhanagar,Hosur Road,140,130,,,No,,238,Cash,10,3.5,4.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-17 21:43:00,21:43:00,CNR6880861108,Success,CID740965,eBike,Jayanagar,Electronic City,217,35,,,No,,811,Credit Card,47,3.9,4.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
